time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-06 07:30:37.955 UTC, ,125,3159677,1056,13824, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,3,1,5, ,175,85, , , , , , , , , , , , , ,102583,79, ,101189, , , , , ,8,8, , , , , ,13,802, , , , , , , , , , , , , , , , , , , , , , , , ,1478417437611,3145728, , , ,94,0, , , ,2, , , ,3, , , , ,94, ,2048,1, , , , ,473088,129, , , , , , , , , , ,21812800,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:30:37.970 UTC, ,125,3166237,1056,20384, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,102583,79, ,101189, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417437611,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , ,1,12405,6, , , , , , , , , , ,22316224,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:30:43.901 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,176,86, , , , , , , , , , , , , ,104393,80, ,102841, , , , , ,8,8, , , , , ,13,813, , , , , , , , , , , , , , , , , , , , , , , , ,1478417443542,3145728, , , ,95,0, , , ,2, , , ,3, , , , ,95, ,2048,1, , , , ,475136,130, , , , , , , , , , ,22048928,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:30:43.901 UTC, ,125,3162461,1056,16608, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,104393,80, ,102841, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417443542,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22048928,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:30:49.271 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,178,87, , , , , , , , , , , , , ,106151,81, ,104654, , , , , ,8,8, , , , , ,13,822, , , , , , , , , , , , , , , , , , , , , , , , ,1478417448927,3145728, , , ,96,0, , , ,2, , , ,3, , , , ,96, ,2048,1, , , , ,477184,131, , , , , , , , , , ,22039800,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:30:49.286 UTC, ,125,3162509,1056,16656, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,106151,81, ,104654, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417448927,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22039800,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:30:58.602 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,180,88, , , , , , , , , , , , , ,108066,82, ,106410, , , , , ,8,8, , , , , ,14,833, , , , , , , , , , , , , , , , , , , , , , , , ,1478417458244,3145728, , , ,97,0, , , ,2, , , ,3, , , , ,97, ,2048,1, , , , ,495616,134, , , , , , , , , , ,22045136,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:30:58.602 UTC, ,125,3162557,1056,16704, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,108066,82, ,106410, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417458244,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22045136,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:31:05.345 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,182,89, , , , , , , , , , , , , ,109936,83, ,108331, , , , , ,8,8, , , , , ,14,842, , , , , , , , , , , , , , , , , , , , , , , , ,1478417464986,3145728, , , ,98,0, , , ,2, , , ,3, , , , ,98, ,2048,1, , , , ,497664,135, , , , , , , , , , ,21872184,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:31:05.345 UTC, ,125,3162613,1056,16760, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,109936,83, ,108331, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417464986,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22375496,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:31:10.995 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,184,90, , , , , , , , , , , , , ,111961,84, ,110196, , , , , ,8,8, , , , , ,14,853, , , , , , , , , , , , , , , , , , , , , , , , ,1478417470636,3145728, , , ,99,0, , , ,2, , , ,3, , , , ,99, ,2048,1, , , , ,499712,136, , , , , , , , , , ,22103888,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:31:10.995 UTC, ,125,3166485,1056,20632, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,111961,84, ,110196, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417470636,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , ,1,12405,6, , , , , , , , , , ,22103888,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:31:46.660 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,186,91, , , , , , , , , , , , , ,113950,85, ,112231, , , , , ,8,8, , , , , ,14,862, , , , , , , , , , , , , , , , , , , , , , , , ,1478417506301,3145728, , , ,100,0, , , ,2, , , ,3, , , , ,100, ,2048,1, , , , ,501760,137, , , , , , , , , , ,22043776,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:31:46.660 UTC, ,125,3166549,1056,20696, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,113950,85, ,112231, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417506301,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , ,1,12405,6, , , , , , , , , , ,22043776,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:31:55.118 UTC, ,125,3159677,1056,13824, , ,3, ,22,3,0,14, , , , , , , ,3,3, ,2, ,3,1,5, ,188,92, , , , , , , , , , , , , ,118999,86, ,114197, , , , , ,8,8, , , , , ,15,873, , , , , , , , , , , , , , , , , , , , , , , , ,1478417514759,3145728, , , ,100,0, , , ,2, , , ,3, , , , ,100, ,2048,1, , , , ,518144,139, , , , , , , , , , ,22238016,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:31:55.118 UTC, ,125,3166589,1056,20736, , ,4, ,3,1,0,33, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,118999,86, ,114197, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417514759,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,11097,5, , , , , , , , , , ,22238016,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:32:03.576 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,190,93, , , , , , , , , , , , , ,120021,87, ,119253, , , , , ,8,8, , , , , ,15,882, , , , , , , , , , , , , , , , , , , , , , , , ,1478417523233,3145728, , , ,102,0, , , ,2, , , ,3, , , , ,102, ,2048,1, , , , ,522240,141, , , , , , , , , , ,22037144,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:32:03.576 UTC, ,125,3161837,1056,15984, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,120021,87, ,119253, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417523233,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22037144,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:32:30.848 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,192,94, , , , , , , , , , , , , ,121189,88, ,120266, , , , , ,8,8, , , , , ,15,893, , , , , , , , , , , , , , , , , , , , , , , , ,1478417550505,3145728, , , ,103,0, , , ,2, , , ,3, , , , ,103, ,2048,1, , , , ,524288,142, , , , , , , , , , ,22035784,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:32:30.863 UTC, ,125,3166669,1056,20816, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,121189,88, ,120266, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417550505,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , ,1,13145,6, , , , , , , , , , ,22035784,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:32:52.847 UTC, ,125,3159677,1056,13824, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,3,1,5, ,195,95, , , , , , , , , , , , , ,122336,89, ,121459, , , , , ,8,8, , , , , ,15,902, , , , , , , , , , , , , , , , , , , , , , , , ,1478417572488,3145728, , , ,104,0, , , ,2, , , ,3, , , , ,104, ,2048,1, , , , ,526336,143, , , , , , , , , , ,22044168,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:32:52.847 UTC, ,125,3161933,1056,16080, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,122336,89, ,121459, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417572488,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22044168,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:33:12.568 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,196,96, , , , , , , , , , , , , ,123657,90, ,122608, , , , , ,8,8, , , , , ,16,913, , , , , , , , , , , , , , , , , , , , , , , , ,1478417592210,3145728, , , ,105,0, , , ,2, , , ,3, , , , ,105, ,2048,1, , , , ,544768,146, , , , , , , , , , ,22299176,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:33:12.584 UTC, ,125,3161997,1056,16144, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,123657,90, ,122608, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417592210,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22299176,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:33:21.682 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,198,97, , , , , , , , , , , , , ,124906,91, ,123915, , , , , ,8,8, , , , , ,16,922, , , , , , , , , , , , , , , , , , , , , , , , ,1478417601339,3145728, , , ,106,0, , , ,2, , , ,3, , , , ,106, ,2048,1, , , , ,546816,147, , , , , , , , , , ,22054344,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:33:21.697 UTC, ,125,3162045,1056,16192, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,124906,91, ,123915, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417601339,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22054344,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:33:28.081 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,200,98, , , , , , , , , , , , , ,126297,92, ,125156, , , , , ,8,8, , , , , ,16,933, , , , , , , , , , , , , , , , , , , , , , , , ,1478417607722,3145728, , , ,107,0, , , ,2, , , ,3, , , , ,107, ,2048,1, , , , ,548864,148, , , , , , , , , , ,22047536,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:33:28.081 UTC, ,125,3162085,1056,16232, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,126297,92, ,125156, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417607722,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22550848,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:33:37.179 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,202,99, , , , , , , , , , , , , ,127622,93, ,126547, , , , , ,8,8, , , , , ,16,942, , , , , , , , , , , , , , , , , , , , , , , , ,1478417616820,3145728, , , ,108,0, , , ,2, , , ,3, , , , ,108, ,2048,1, , , , ,550912,149, , , , , , , , , , ,22061816,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:33:37.179 UTC, ,125,3162125,1056,16272, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,127622,93, ,126547, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417616820,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22565176,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:33:42.517 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,204,100, , , , , , , , , , , , , ,129083,94, ,127865, , , , , ,8,8, , , , , ,16,953, , , , , , , , , , , , , , , , , , , , , , , , ,1478417622158,3145728, , , ,109,0, , , ,2, , , ,3, , , , ,109, ,2048,1, , , , ,552960,150, , , , , , , , , , ,22121552,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:33:42.532 UTC, ,125,3162157,1056,16304, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,129083,94, ,127865, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417622158,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22121552,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:34:28.945 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,206,101, , , , , , , , , , , , , ,130471,95, ,129326, , , , , ,8,8, , , , , ,16,962, , , , , , , , , , , , , , , , , , , , , , , , ,1478417668602,3145728, , , ,110,0, , , ,2, , , ,3, , , , ,110, ,2048,1, , , , ,555008,151, , , , , , , , , , ,22290352,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:34:28.961 UTC, ,125,3162189,1056,16336, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,130471,95, ,129326, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417668602,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22290352,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:34:41.538 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,208,102, , , , , , , , , , , , , ,132040,96, ,130733, , , , , ,8,8, , , , , ,17,973, , , , , , , , , , , , , , , , , , , , , , , , ,1478417680804,3145728, , , ,111,0, , , ,2, , , ,3, , , , ,111, ,2048,1, , , , ,573440,154, , , , , , , , , , ,22116064,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:34:41.553 UTC, ,125,3162245,1056,16392, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,132040,96, ,130733, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417680804,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22619376,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:34:52.445 UTC, ,125,3159677,1056,13824,80, ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,3,1,5, ,210,103, , , , , , , , , , , , , ,133529,97, ,132289, , , , , ,8,8, , , , , ,17,982, , , , , , , , , , , , , , , , , , , , , , , , ,1478417692086,3145728, , , ,112,0, , , ,2, , , ,3, , , , ,112, ,2048,1, , , , ,575488,155, , , , , , , , , , ,22154592,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
