time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-05 14:39:25.196 UTC, ,125,3160061,1056,14208, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,104,50, , , , , , , , , , , , , ,49606,44, ,48544, , , , , ,10,10, , , , , ,7,453, , , , , , , , , , , , , , , , , , , , , , , , ,1478356764849,3145728, , , ,59,0, , , ,2, , , ,3, , , , ,59, ,2048,1, , , , ,303104,82, , , , , , , , , , ,21142128,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:39:25.201 UTC, ,125,3162301,1056,16448, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,49606,44, ,48544, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356764849,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21645440,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:39:32.424 UTC, ,125,3160085,1056,14232, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,106,51, , , , , , , , , , , , , ,50866,45, ,49860, , , , , ,10,10, , , , , ,7,462, , , , , , , , , , , , , , , , , , , , , , , , ,1478356772085,3145728, , , ,60,0, , , ,2, , , ,3, , , , ,60, ,2048,1, , , , ,305152,83, , , , , , , , , , ,21148680,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:39:32.429 UTC, ,125,3164901,1056,19048, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,50866,45, ,49860, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356772085,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21651992,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:39:44.810 UTC, ,125,3160109,1056,14256, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,108,52, , , , , , , , , , , , , ,52312,46, ,51135, , , , , ,10,10, , , , , ,7,473, , , , , , , , , , , , , , , , , , , , , , , , ,1478356784461,3145728, , , ,61,0, , , ,2, , , ,3, , , , ,61, ,2048,1, , , , ,307200,84, , , , , , , , , , ,21204376,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:39:44.815 UTC, ,125,3162485,1056,16632, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,52312,46, ,51135, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356784461,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21204376,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:40:08.587 UTC, ,125,3160133,1056,14280, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,110,53, , , , , , , , , , , , , ,53691,47, ,52568, , , , , ,10,10, , , , , ,7,482, , , , , , , , , , , , , , , , , , , , , , , , ,1478356808223,3145728, , , ,62,0, , , ,2, , , ,3, , , , ,62, ,2048,1, , , , ,309248,85, , , , , , , , , , ,21161792,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:40:08.594 UTC, ,125,3165061,1056,19208, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,53691,47, ,52568, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356808223,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21665104,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:40:16.590 UTC, ,125,3159677,1056,13824, , ,3, ,23,3,0,13, , , , , , , ,3,3, ,2, ,3,1,5, ,112,54, , , , , , , , , , , , , ,55713,48, ,53945, , , , , ,10,10, , , , , ,7,493, , , , , , , , , , , , , , , , , , , , , , , , ,1478356816113,3145728, , , ,62,0, , , ,2, , , ,3, , , , ,62, ,2048,1, , , , ,309248,85, , , , , , , , , , ,21192944,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:40:16.594 UTC, ,125,3164653,1056,18800, , ,4,1,2,1,0,50, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,55713,48, ,53945, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356816113,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21696256,-1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:40:31.860 UTC, ,125,3160181,1056,14328, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,3,1,5, ,115,55, , , , , , , , , , , , , ,58054,49, ,55971, , , , , ,10,10, , , , , ,8,502, , , , , , , , , , , , , , , , , , , , , , , , ,1478356831511,3145728, , , ,64,0, , , ,2, , , ,3, , , , ,64, ,2048,1, , , , ,329728,89, , , , , , , , , , ,21227096,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:40:31.865 UTC, ,125,3165213,1056,19360, , ,4, ,3,1,0,33, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,58054,49, ,55971, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356831511,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21730408,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:40:41.427 UTC, ,125,3160205,1056,14352, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,116,56, , , , , , , , , , , , , ,59132,50, ,58316, , , , , ,10,10, , , , , ,8,513, , , , , , , , , , , , , , , , , , , , , , , , ,1478356841073,3145728, , , ,65,0, , , ,2, , , ,3, , , , ,65, ,2048,1, , , , ,331776,90, , , , , , , , , , ,21263856,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:40:41.434 UTC, ,125,3165293,1056,19440, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,59132,50, ,58316, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356841073,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21767280,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:41:01.257 UTC, ,125,3160229,1056,14376, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,118,57, , , , , , , , , , , , , ,60138,51, ,59380, , , , , ,10,10, , , , , ,8,522, , , , , , , , , , , , , , , , , , , , , , , , ,1478356860911,3145728, , , ,66,0, , , ,2, , , ,3, , , , ,66, ,2048,1, , , , ,333824,91, , , , , , , , , , ,21249720,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:41:01.264 UTC, ,125,3162309,1056,16456, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,60138,51, ,59380, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356860911,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21753080,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:41:05.550 UTC, ,125,3160253,1056,14400, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,120,58, , , , , , , , , , , , , ,61294,52, ,60386, , , , , ,10,10, , , , , ,8,533, , , , , , , , , , , , , , , , , , , , , , , , ,1478356865202,3145728, , , ,67,0, , , ,2, , , ,3, , , , ,67, ,2048,1, , , , ,335872,92, , , , , , , , , , ,21272552,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:41:05.555 UTC, ,125,3165421,1056,19568, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,61294,52, ,60386, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356865202,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21775976,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:41:14.756 UTC, ,125,3160277,1056,14424, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,122,59, , , , , , , , , , , , , ,62408,53, ,61552, , , , , ,10,10, , , , , ,8,542, , , , , , , , , , , , , , , , , , , , , , , , ,1478356874408,3145728, , , ,68,0, , , ,2, , , ,3, , , , ,68, ,2048,1, , , , ,337920,93, , , , , , , , , , ,21600408,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:41:14.761 UTC, ,125,3162453,1056,16600, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,62408,53, ,61552, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356874408,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21600408,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:41:47.904 UTC, ,125,3160301,1056,14448, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,124,60, , , , , , , , , , , , , ,63704,54, ,62677, , , , , ,10,10, , , , , ,8,553, , , , , , , , , , , , , , , , , , , , , , , , ,1478356907555,3145728, , , ,69,0, , , ,2, , , ,3, , , , ,69, ,2048,1, , , , ,339968,94, , , , , , , , , , ,21365816,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:41:47.911 UTC, ,125,3165589,1056,19736, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,63704,54, ,62677, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356907555,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21869128,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:41:57.207 UTC, ,125,3160325,1056,14472, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,126,61, , , , , , , , , , , , , ,64941,55, ,63964, , , , , ,10,10, , , , , ,8,562, , , , , , , , , , , , , , , , , , , , , , , , ,1478356916853,3145728, , , ,70,0, , , ,2, , , ,3, , , , ,70, ,2048,1, , , , ,342016,95, , , , , , , , , , ,21603240,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:41:57.212 UTC, ,125,3162637,1056,16784, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,64941,55, ,63964, , , , , ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356916853,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21603240,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:42:07.408 UTC, ,125,3160349,1056,14496, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,128,62, , , , , , , , , , , , , ,66342,56, ,65201, , , , , ,9,9, , , , , ,9,573, , , , , , , , , , , , , , , , , , , , , , , , ,1478356927058,3145728, , , ,71,0, , , ,2, , , ,3, , , , ,71, ,2048,1, , , , ,360448,98, , , , , , , , , , ,21592936,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:42:07.412 UTC, ,125,3162717,1056,16864, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,66342,56, ,65201, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356927058,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21592936,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:42:52.855 UTC, ,125,3160373,1056,14520, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,130,63, , , , , , , , , , , , , ,67664,57, ,66587, , , , , ,9,9, , , , , ,9,582, , , , , , , , , , , , , , , , , , , , , , , , ,1478356972493,3145728, , , ,72,0, , , ,2, , , ,3, , , , ,72, ,2048,1, , , , ,362496,99, , , , , , , , , , ,21597568,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:42:52.860 UTC, ,125,3162781,1056,16928, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,67664,57, ,66587, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356972493,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21597568,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:42:58.809 UTC, ,125,3160397,1056,14544, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,132,64, , , , , , , , , , , , , ,69151,58, ,67917, , , , , ,9,9, , , , , ,9,593, , , , , , , , , , , , , , , , , , , , , , , , ,1478356978452,3145728, , , ,73,0, , , ,2, , , ,3, , , , ,73, ,2048,1, , , , ,364544,100, , , , , , , , , , ,21432328,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:42:58.814 UTC, ,125,3162853,1056,17000, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,69151,58, ,67917, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356978452,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21432328,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:43:12.341 UTC, ,125,3160421,1056,14568, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,3,1,5, ,135,65, , , , , , , , , , , , , ,70576,59, ,69404, , , , , ,9,9, , , , , ,9,602, , , , , , , , , , , , , , , , , , , , , , , , ,1478356991971,3145728, , , ,74,0, , , ,2, , , ,3, , , , ,74, ,2048,1, , , , ,366592,101, , , , , , , , , , ,21490936,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:43:12.347 UTC, ,125,3162925,1056,17072, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,70576,59, ,69404, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478356991971,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21490936,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:43:21.131 UTC, ,125,3160445,1056,14592, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,136,66, , , , , , , , , , , , , ,72203,60, ,70852, , , , , ,9,9, , , , , ,9,613, , , , , , , , , , , , , , , , , , , , , , , , ,1478357000774,3145728, , , ,75,0, , , ,2, , , ,3, , , , ,75, ,2048,1, , , , ,368640,102, , , , , , , , , , ,21479952,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:43:21.137 UTC, ,125,3163013,1056,17160, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,72203,60, ,70852, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478357000774,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21479952,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:43:27.807 UTC, ,125,3160469,1056,14616, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,138,67, , , , , , , , , , , , , ,73793,61, ,72480, , , , , ,9,9, , , , , ,10,622, , , , , , , , , , , , , , , , , , , , , , , , ,1478357007450,3145728, , , ,76,0, , , ,2, , , ,3, , , , ,76, ,2048,1, , , , ,387072,105, , , , , , , , , , ,21489208,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:43:27.812 UTC, ,125,3163101,1056,17248, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,73793,61, ,72480, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478357007450,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21489208,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:43:37.023 UTC, ,125,3160493,1056,14640, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,140,68, , , , , , , , , , , , , ,75595,62, ,74086, , , , , ,9,9, , , , , ,10,633, , , , , , , , , , , , , , , , , , , , , , , , ,1478357016668,3145728, , , ,77,0, , , ,2, , , ,3, , , , ,77, ,2048,1, , , , ,389120,106, , , , , , , , , , ,21479568,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
